"CALL_ID","MASTER_CUSTOMER_ID","CALL_DATE","DURATION_SECONDS","AGENT_NAME","CALL_TYPE","SENTIMENT","MP4_FILE_PATH","TRANSCRIPTION","SUMMARY","WAIT_SECONDS","WRAP_UP_SECONDS","RESOLVED_FIRST_CALL","CSAT_SCORE","NPS_SCORE","CHANNEL","ABANDONED","KEYWORDS"
"CALL-065","SF-SF-003VI00000tVrmmYAC","2026-03-08 13:00:00.000",305,"Patrick Murphy","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",9,66,false,3.0,26,"Phone",false,"new-customer,onboarding,setup"
"CALL-066","SF-SF-0033r00003tEac5AAC","2026-02-23 10:00:00.000",342,"Sarah O'Brien","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",42,62,true,4.7,82,"Phone",false,"login,password,access,technical"
"CALL-067","SF-SF-003Do00000Pwpu8IAB","2026-02-10 17:00:00.000",379,"James Kelly","Outbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",26,76,false,1.2,-23,"Phone",false,"new-customer,onboarding,setup"
"CALL-068","SF-SF-003VI00000OXA1SYAX","2026-01-28 14:00:00.000",416,"Maria Garcia","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",24,91,true,3.0,24,"Phone",true,"complaint,escalation,manager"
"CALL-069","SF-SF-003VI00000iSFFmYAO","2026-01-15 11:00:00.000",453,"David Chen","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",44,130,true,4.8,91,"Phone",false,"claim,status,processing,timeline"
"CALL-070","SF-SF-003Do00000NUwxrIAD","2026-01-02 08:00:00.000",490,"Emma Walsh","Outbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",15,50,true,4.8,61,"Phone",false,"complaint,escalation,manager"
"CALL-071","SF-SF-003VI00000JbZ2WYAV","2025-12-20 15:00:00.000",527,"Patrick Murphy","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",6,102,false,2.4,-39,"Phone",false,"login,password,access,technical"
"CALL-072","SF-SF-003VI000011dVnfYAE","2025-12-07 12:00:00.000",564,"Sarah O'Brien","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",14,36,false,4.0,29,"Phone",false,"complaint,escalation,manager"
"CALL-073","SF-SF-003VI00000PDuZ6YAL","2025-11-24 09:00:00.000",61,"James Kelly","Outbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",48,130,true,4.4,95,"Phone",false,"login,password,access,technical"
"CALL-074","SF-SF-003Do00000K5DKnIAN","2025-11-11 16:00:00.000",98,"Maria Garcia","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",67,45,false,1.1,-19,"Email",false,"complaint,escalation,manager"
"CALL-075","SF-SF-0030Z00003XH4ozQAD","2025-10-29 13:00:00.000",135,"David Chen","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",60,115,true,3.0,17,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-076","SF-SF-003VI00000BMUiiYAH","2025-10-16 10:00:00.000",172,"Emma Walsh","Outbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",19,133,true,4.2,86,"Email",true,"cancellation,refund,dissatisfied"
"CALL-077","SF-SF-0033r00003wlAoKAAU","2025-10-03 17:00:00.000",209,"Patrick Murphy","Inbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",19,103,true,2.2,-13,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-078","SF-SF-003VI0000123DiOYAU","2025-09-20 14:00:00.000",246,"Sarah O'Brien","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",29,74,false,3.3,13,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-079","SF-SF-003VI00000ehKFnYAM","2025-09-07 11:00:00.000",283,"James Kelly","Outbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",5,104,true,4.9,91,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-080","SF-SF-0033r00003xvaH8AAI","2025-08-25 08:00:00.000",320,"Maria Garcia","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",33,107,true,4.5,65,"Chat",false,"complaint,escalation,manager"
"CALL-081","SF-SF-003VI00000achW8YAI","2025-08-12 15:00:00.000",357,"David Chen","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",20,69,false,2.0,-22,"Phone",false,"complaint,escalation,manager"
"CALL-082","SF-SF-0033r00003vzsVQAAY","2025-07-30 12:00:00.000",394,"Emma Walsh","Outbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",28,32,false,3.1,22,"Chat",false,"cancellation,refund,dissatisfied"
"CALL-083","SF-SF-003Do000009pfW7IAI","2025-07-17 09:00:00.000",431,"Patrick Murphy","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",104,51,true,4.9,93,"Phone",false,"complaint,escalation,manager"
"CALL-084","SF-SF-003VI00000eszaXYAQ","2025-07-04 16:00:00.000",468,"Sarah O'Brien","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",53,77,false,2.3,-31,"Phone",false,"login,password,access,technical"
"CALL-087","SF-SF-003Do00000Pwpu8IAB","2026-05-26 17:00:00.000",579,"David Chen","Inbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",63,65,true,2.4,-17,"Email",false,"claim,status,processing,timeline"
"CALL-089","SF-SF-003VI00000iSFFmYAO","2026-04-30 11:00:00.000",113,"Patrick Murphy","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",8,90,true,4.1,89,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-090","SF-SF-003Do00000NUwxrIAD","2026-04-17 08:00:00.000",150,"Sarah O'Brien","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",71,96,false,4.6,67,"Chat",true,"feedback,satisfaction,recommendation"
"CALL-091","SF-SF-003VI00000JbZ2WYAV","2026-04-04 15:00:00.000",187,"James Kelly","Outbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",16,85,false,2.1,-50,"Phone",false,"billing,invoice,payment,charges"
"CALL-092","SF-SF-003VI000011dVnfYAE","2026-03-22 12:00:00.000",224,"Maria Garcia","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",68,67,true,2.8,41,"Email",false,"billing,invoice,payment,charges"
"CALL-093","SF-SF-003VI00000PDuZ6YAL","2026-03-09 09:00:00.000",261,"David Chen","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",22,132,true,4.6,62,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-095","SF-SF-0030Z00003XH4ozQAD","2026-02-11 13:00:00.000",335,"Patrick Murphy","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",42,140,true,3.9,42,"Phone",false,"billing,invoice,payment,charges"
"CALL-096","SF-SF-003VI00000BMUiiYAH","2026-01-29 10:00:00.000",372,"Sarah O'Brien","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",30,35,true,4.8,62,"Chat",false,"cancellation,refund,dissatisfied"
"CALL-097","SF-SF-0033r00003wlAoKAAU","2026-01-16 17:00:00.000",409,"James Kelly","Outbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",68,146,true,1.7,-39,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-098","SF-SF-003VI0000123DiOYAU","2026-01-03 14:00:00.000",446,"Maria Garcia","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",81,34,true,4.1,26,"Phone",false,"complaint,escalation,manager"
"CALL-099","SF-SF-003VI00000ehKFnYAM","2025-12-21 11:00:00.000",483,"David Chen","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",50,120,true,4.6,70,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-100","SF-SF-0033r00003xvaH8AAI","2025-12-08 08:00:00.000",520,"Emma Walsh","Outbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",28,81,true,4.6,74,"Chat",false,"claim,status,processing,timeline"
"CALL-101","SF-SF-003VI00000achW8YAI","2025-11-25 15:00:00.000",557,"Patrick Murphy","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",34,80,false,1.7,-50,"Phone",false,"login,password,access,technical"
"CALL-102","SF-SF-0033r00003vzsVQAAY","2025-11-12 12:00:00.000",594,"Sarah O'Brien","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",10,91,true,3.9,44,"Phone",false,"new-customer,onboarding,setup"
"CALL-103","SF-SF-003Do000009pfW7IAI","2025-10-30 09:00:00.000",91,"James Kelly","Outbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",31,95,true,4.1,64,"Phone",false,"new-customer,onboarding,setup"
"CALL-104","SF-SF-003VI00000eszaXYAQ","2025-10-17 16:00:00.000",128,"Maria Garcia","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",93,145,false,1.4,-13,"Phone",false,"claim,status,processing,timeline"
"CALL-105","SF-SF-003VI00000tVrmmYAC","2025-10-04 13:00:00.000",165,"David Chen","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",63,65,true,3.6,24,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-106","SF-SF-0033r00003tEac5AAC","2025-09-21 10:00:00.000",202,"Emma Walsh","Outbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",6,55,true,4.8,75,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-107","SF-SF-003Do00000Pwpu8IAB","2025-09-08 17:00:00.000",239,"Patrick Murphy","Inbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",75,55,false,1.6,-23,"Chat",false,"login,password,access,technical"
"CALL-108","SF-SF-003VI00000OXA1SYAX","2025-08-26 14:00:00.000",276,"Sarah O'Brien","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",94,76,true,3.2,32,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-109","SF-SF-003VI00000iSFFmYAO","2025-08-13 11:00:00.000",313,"James Kelly","Outbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",87,82,true,4.5,76,"Email",false,"claim,status,processing,timeline"
"CALL-110","SF-SF-003Do00000NUwxrIAD","2025-07-31 08:00:00.000",350,"Maria Garcia","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",103,42,true,4.2,83,"Email",false,"feedback,satisfaction,recommendation"
"CALL-111","SF-SF-003VI00000JbZ2WYAV","2025-07-18 15:00:00.000",387,"David Chen","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",13,108,true,1.9,-18,"Phone",false,"claim,status,processing,timeline"
"CALL-112","SF-SF-003VI000011dVnfYAE","2025-07-05 12:00:00.000",424,"Emma Walsh","Outbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",13,143,true,3.7,23,"Phone",false,"new-customer,onboarding,setup"
"CALL-168","SF-SF-003VI00000OXA1SYAX","2025-07-07 14:00:00.000",336,"Sarah O'Brien","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",19,41,true,4.2,29,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-171","SF-SF-003VI00000JbZ2WYAV","2026-05-29 15:00:00.000",447,"David Chen","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",18,82,true,1.2,-22,"Chat",true,"feedback,satisfaction,recommendation"
"CALL-173","SF-SF-003VI00000PDuZ6YAL","2026-05-03 09:00:00.000",521,"Patrick Murphy","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",76,76,true,4.3,87,"Phone",false,"login,password,access,technical"
"CALL-174","SF-SF-003Do00000K5DKnIAN","2026-04-20 16:00:00.000",558,"Sarah O'Brien","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",18,138,true,2.1,-44,"Chat",false,"claim,status,processing,timeline"
"CALL-175","SF-SF-0030Z00003XH4ozQAD","2026-04-07 13:00:00.000",595,"James Kelly","Outbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",14,94,true,3.6,31,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-176","SF-SF-003VI00000BMUiiYAH","2026-03-25 10:00:00.000",92,"Maria Garcia","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",71,121,true,4.8,76,"Email",false,"login,password,access,technical"
"CALL-177","SF-SF-0033r00003wlAoKAAU","2026-03-12 17:00:00.000",129,"David Chen","Inbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",29,39,false,1.7,-14,"Phone",false,"claim,status,processing,timeline"
"CALL-179","SF-SF-003VI00000ehKFnYAM","2026-02-14 11:00:00.000",203,"Patrick Murphy","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",37,64,true,4.7,69,"Phone",true,"complaint,escalation,manager"
"CALL-180","SF-SF-0033r00003xvaH8AAI","2026-02-01 08:00:00.000",240,"Sarah O'Brien","Inbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",43,142,true,4.6,83,"Email",false,"login,password,access,technical"
"CALL-181","SF-SF-003VI00000achW8YAI","2026-01-19 15:00:00.000",277,"James Kelly","Outbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",52,96,true,1.3,-39,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-182","SF-SF-0033r00003vzsVQAAY","2026-01-06 12:00:00.000",314,"Maria Garcia","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",18,90,false,3.8,15,"Phone",false,"login,password,access,technical"
"CALL-183","SF-SF-003Do000009pfW7IAI","2025-12-24 09:00:00.000",351,"David Chen","Inbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",10,103,true,4.1,78,"Phone",false,"new-customer,onboarding,setup"
"CALL-184","SF-SF-003VI00000eszaXYAQ","2025-12-11 16:00:00.000",388,"Emma Walsh","Outbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",17,140,false,2.0,-24,"Phone",true,"login,password,access,technical"
"CALL-185","SF-SF-003VI00000tVrmmYAC","2025-11-28 13:00:00.000",425,"Patrick Murphy","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",42,133,true,3.8,18,"Chat",false,"cancellation,refund,dissatisfied"
"CALL-186","SF-SF-0033r00003tEac5AAC","2025-11-15 10:00:00.000",462,"Sarah O'Brien","Inbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",16,60,false,4.7,85,"Phone",false,"new-customer,onboarding,setup"
"CALL-187","SF-SF-003Do00000Pwpu8IAB","2025-11-02 17:00:00.000",499,"James Kelly","Outbound","Negative","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",43,81,false,1.1,-39,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-188","SF-SF-003VI00000OXA1SYAX","2025-10-20 14:00:00.000",536,"Maria Garcia","Inbound","Neutral","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",19,34,false,2.8,42,"Phone",true,"feedback,satisfaction,recommendation"
"CALL-189","SF-SF-003VI00000iSFFmYAO","2025-10-07 11:00:00.000",573,"David Chen","Inbound","Positive","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer satisfied with resolution. No further action required. Positive interaction noted.",76,82,true,4.3,80,"Phone",false,"cancellation,refund,dissatisfied"
"CALL-190","SF-SF-003Do00000NUwxrIAD","2025-09-24 08:00:00.000",70,"Emma Walsh","Outbound","Positive","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Customer satisfied with resolution. No further action required. Positive interaction noted.",34,124,true,4.3,77,"Chat",false,"complaint,escalation,manager"
"CALL-191","SF-SF-003VI00000JbZ2WYAV","2025-09-11 15:00:00.000",107,"Patrick Murphy","Inbound","Negative","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",30,68,false,1.5,-38,"Phone",false,"complaint,escalation,manager"
"CALL-192","SF-SF-003VI000011dVnfYAE","2025-08-29 12:00:00.000",144,"Sarah O'Brien","Inbound","Neutral","\N","Customer requested policy changes. Agent walked through options and updated preferences.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",19,149,false,3.8,46,"Phone",false,"new-customer,onboarding,setup"
"CALL-193","SF-SF-003VI00000PDuZ6YAL","2025-08-16 09:00:00.000",181,"James Kelly","Outbound","Positive","\N","Technical support call - customer had login issues. Agent reset credentials and verified access.","Customer satisfied with resolution. No further action required. Positive interaction noted.",43,128,true,4.2,85,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-194","SF-SF-003Do00000K5DKnIAN","2025-08-03 16:00:00.000",218,"Maria Garcia","Inbound","Negative","\N","Renewal discussion. Agent presented upgrade options and confirmed existing coverage details.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",98,112,false,2.4,-50,"Phone",true,"new-customer,onboarding,setup"
"CALL-195","SF-SF-0030Z00003XH4ozQAD","2025-07-21 13:00:00.000",255,"David Chen","Inbound","Neutral","\N","Customer called about billing inquiry. Agent reviewed account and provided clarification on recent charges.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",31,101,true,3.5,28,"Phone",true,"claim,status,processing,timeline"
"CALL-196","SF-SF-003VI00000BMUiiYAH","2025-07-08 10:00:00.000",292,"Emma Walsh","Outbound","Positive","\N","Follow-up call regarding claim status. Agent confirmed processing timeline and next steps.","Customer satisfied with resolution. No further action required. Positive interaction noted.",30,136,true,4.0,86,"Phone",false,"complaint,escalation,manager"
"CALL-141","SF-SF-003VI00000achW8YAI","2026-06-23 15:00:00.000",417,"David Chen","Inbound","Negative","\N","Customer: Look, I have already spoken to my barrister about this claim. The settlement you offered is insulting. I am going to the financial ombudsman and filing a formal complaint for mis-selling. Your agent told me I was covered but it was clearly fraudulent misrepresentation. Agent: I understand your concerns. Customer: No, you clearly do not. This is negligence plain and simple. I want to speak to someone about data breach as well because my personal details were shared without my consent. That is a GDPR violation and the ICO will hear about it. I expect full compensation including damages for emotional distress.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",24,87,false,1.7,-21,"Email",false,"login,password,access,technical"
"CALL-085","SF-SF-003VI00000tVrmmYAC","2026-06-21 13:00:00.000",505,"James Kelly","Outbound","Neutral","\N","Agent: Hi, I am calling about your recent billing query. Customer: Oh great, another call from you lot. Listen, I gave my bank details to the last agent and nothing has been processed. My account number is 87654321 and sort code 40-12-34. Why has the direct debit not been set up? Agent: Let me check that for you. Customer: While you are at it, can you confirm you have my mothers maiden name as the security answer? It is Sullivan. And my date of birth is 15th March 1978. Agent: I can see the notes here. Customer: This whole thing has been a nightmare. Absolutely pathetic service.","Standard inquiry handled. Information provided. Customer acknowledged. No escalation needed.",42,119,false,3.5,31,"Phone",false,"new-customer,onboarding,setup"
"CALL-113","SF-SF-003VI00000PDuZ6YAL","2026-06-22 09:00:00.000",461,"Patrick Murphy","Inbound","Positive","\N","Customer: This is the third bloody time I have called about this. Your company is a complete scam. The agent last time was a moron who gave me the wrong information. I am not paying another penny until you fix this. Agent: I apologise for the inconvenience. Customer: Apologies are not good enough. I want my money back. You people are crooks and thieves. I am going to report you to the FCA for unfair charges. And do not try to fob me off with your fine print and disclaimer rubbish. I know my consumer rights and you are in breach of contract.","Customer satisfied with resolution. No further action required. Positive interaction noted.",14,68,true,4.1,98,"Phone",false,"new-customer,onboarding,setup"
"CALL-169","SF-SF-003VI00000iSFFmYAO","2026-06-24 11:00:00.000",373,"James Kelly","Outbound","Positive","\N","Agent: Good morning, I am calling about your renewal. Customer: Before we go any further, can you take my credit card number to process the payment? It is 4532 7891 2345 6789, expiry date 03/28, CVV 445. Agent: Sir, I cannot take card details over the phone in this manner. Customer: Why not? My sort code is 20-45-67 and account number 12345678. I just want this sorted. Agent: For security purposes, we need to direct you to our secure payment portal. I cannot record your card number or bank details in this call. Customer: This is a waste of my time. Just take my PIN number, it is 4521. Give me your managers name, this is incompetent service.","Customer satisfied with resolution. No further action required. Positive interaction noted.",43,147,true,4.8,86,"Phone",false,"policy,renewal,upgrade,coverage"
"CALL-197","SF-SF-0033r00003wlAoKAAU","2026-06-25 17:00:00.000",329,"Patrick Murphy","Inbound","Negative","\N","Customer: I am absolutely furious about this. This is bloody ridiculous, you are all incompetent idiots. I want to speak to your damn manager right now. Agent: I understand your frustration sir, let me help. Customer: No, this is bullshit service. I have been waiting three weeks for my claim and nobody has done anything. You are all useless and I am going to sue your company. I will get my solicitor involved and file a lawsuit for negligence. Agent: Sir, I can see your claim is being processed. Customer: I want compensation for this disgraceful treatment. My lawyer says I have grounds for a breach of contract claim and I will take legal action if this is not resolved by Friday.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",79,97,false,1.4,-45,"Phone",false,"feedback,satisfaction,recommendation"
"CALL-114","SF-SF-003Do00000K5DKnIAN","2026-06-09 16:00:00.000",498,"Sarah O'Brien","Inbound","Negative","\N","Customer: Can I update my bank details? My new sort code is 30-98-76 and account number 45678901. Also my IBAN is GB29 NWBK 6016 1331 9268 19. Agent: I will need to verify your identity first. Customer: Oh bollocks to your verification. I have been on hold for 45 minutes. This is intolerable. Just take my wire transfer details and process the payment. I also need to change my direct debit. Last month you took an unauthorized transaction from my account. That is theft. I want a chargeback immediately. Agent: Let me look into that for you.","Customer expressed frustration. Follow-up required within 48 hours. Potential churn risk identified.",14,48,true,1.3,-43,"Phone",true,"cancellation,refund,dissatisfied"
"CALL-001","SF-00009001","2025-11-15 09:23:00.000",342,"Sarah O'Brien","Inbound","Neutral","@CUSTOMER_360.PUBLIC.CALL_RECORDINGS_STAGE/call_001.mp4","Customer: I have had enough of this insurance scam. You people are con artists. The premium rate has gone up 40 percent and nobody told me. This is hidden charges and undisclosed fees. I want to cancel immediately. Agent: Let me look into your account. Customer: Do not bother with your excuses. I am going to my solicitor tomorrow to discuss a class action against your company. There must be thousands of customers you have ripped off with this mis-selling. I also want all my data deleted under right to erasure. Agent: I can help with your cancellation request. Customer: And I want compensation for the emotional distress this has caused.","Customer called about a discrepancy between quoted and invoiced amount. Agent confirmed account details and identified additional service charge as the cause. Billing team will review and get back within 24 hours.",39,44,true,3.8,41,"Chat",true,"new-customer,onboarding,setup"
"CALL-029","SF-SF-003VI00000iSFFmYAO","2026-06-19 11:00:00.000",593,"Patrick Murphy","Inbound","Positive","\N","Customer: Right, let me give you my payment info. My card number is 5412 7534 8901 2345 and the three digits on back are 782. The expiry is 11/27. Agent: Madam, please do not share your full card details verbally. Customer: Oh for gods sake, this is ridiculous. Every other company takes payment over the phone. You are all bloody useless. Just take my sixteen digits and process the refund. I also need to update my billing address and PIN code. Agent: I understand your frustration but we cannot record this information for security. Customer: Unbelievable. Absolutely unacceptable service.","Customer satisfied with resolution. No further action required. Positive interaction noted.",44,109,false,4.1,99,"Phone",false,"complaint,escalation,manager"
